total-sqft,house-sqft,price
16200,8584,688300
2650,1773.5,184000
7400,3622.5,197900
20140,32105.5,1370000
19315,2531,540000
8250,3315,130800
6600,3483,142300
0,5942,211000
10400,3288.00001,77514
8800,3927,195600
8800,3927,195600
11180,9926,533800
11180,9926,533800
3250,2414,109900
3250,2414,109900
3250,2414,109900
18530,8954,258500
4924,3753,188200
160917.2344,24900,792800
25520,36764,1607200
14080,7082,252900
14080,7082,252900
226948,27922,1796800
1445884,210685,16257300
730066,191384,4802900
8150,1812.00001,143500
9835,1073.80001,116100
0,6614,248700
0,6912,284100
4635,3660,180900
4635,3660,180900
88862,42426,2931900
7800,3540,189400
5657,1939.40001,153500
0,7104,363900
10000,3774,197100
7250,2429,192500
7900,3412.75,211400
10510,4187.25,263700
5000,3875,206400
7950,3337,119000
7150,4200,221900
4992,3741,222400
0,8742,352900
5000,3636,175600
6000,2802.5,155900
0,6534,244600
0,161664,10300000
5000,2131.25,141900
5000,2609.75,169900
4400,3741,126700
4150,3735,125100
20375,12992,700000
4500,2507.5,107500
4500,2829,108200
7050,3311,169500
6250,3439.5,173600
6250,3439.5,173600
0,7425,222500
6750,3745,171800
13980,10055.52,532500
10000,3137.5,193900
10000,3137.5,193900
7499,1584,128700
4520,3297,146100
0,3726,194200
0,6716,238800
5000,1498,97600
0,4872,233900
0,4872,233900
5000,5871,245600
7500,1315,107900
0,5654,233900
0,5654,233900
0,8958,514100
7050,3090,168600
6550,3425,174400
0,12189,624600
0,6048,101700
0,6048,101700
12900,16822,963100
12900,16822,963100
12900,16822,963100
4400,3501,171300
4400,3501,171300
4400,3501,171300
0,8463,468800
13980,10055.52,532500
13980,10055.52,532500
13980,10055.52,532500
13980,10055.52,532500
10050,5295,215900
10050,5295,215900
10050,5295,215900
16100,16048,575500
16100,16048,575500
16100,16048,575500
16100,16048,575500
16100,16048,575500
16100,16048,575500
6930,2235,134000
8450,8484,182800
8450,8484,182800
7200,3429,147100
7200,3184,160200
7200,3184,160200
5500,2887.5,160800
5500,8524,97200
11000,3013.00001,167200
5500,1608,125400
290981,243011,2123500
0,8463,468800
4800,3686,120900
5000,1230,111100
4250,2212.5,144700
5000,2445,86100
3800,1536,122300
3800,1536,122300
7700,1714.80001,168200
8850,5427.5,205700
8850,5427.5,205700
7500,1650,205400
7500,2520.00001,204600
8050,3012,209500
0,9861,367100
6900,1254,145000
20040,14025,605900
8250,3780.00002,292500
9000,3798.5,201200
8100,4185.25,139900
9000,1490,208700
5700,2241.60001,218400
5700,2241.60001,218400
13000,4594,336500
5700,2316.00001,220200
8250,2608.5,203000
9000,3300.5,273300
9000,2042.40001,134000
131203,92762.84,2836300
9190,4410,222900
7523,3393.5,193600
8650,3129.5,178900
7525,5883.25,197300
7525,5883.25,197300
7525,5883.25,197300
7750,3225,202300
7750,2595,204300
9000,3300.5,273300
7500,3439.20001,282700
10050,3760.00001,381700
10575,3115,331400
14500,3541.5,385800
22240,6417.20002,678900
6960,4262.5,278100
8100,3997.25,263400
24240,5226.5,443500
10328,2735.5,291200
6540,2926.5,315500
7800,3412.5,253900
5320,4195.25,303200
9516,4075,278500
7285,3976.5,252000
13875,4856.5,369400
31581,5544,539700
14400,3089.60001,365100
16000,4740.4,488700
16000,4740.4,488700
13600,4114,475300
16800,5591,379400
16800,5591,379400
13600,4435.25,452200
10890,3696.5,309800
7849,3036.5625,252200
44100,7482,746300
13580,6264.90002,555400
13580,6264.90002,555400
12030,7195.5,277100
7650,3366.5,264500
22043,3160,480400
0,10889,551200
0,8958,270200
10560,1784,53900
10560,1784,53900
43230,18430,1436800
0,7512,464700
5900,3357.25,103400
17507,4519.5,237600
17350,5273,250000
0,13098,508000
0,13098,508000
3000,1300,104400
3000,1300,104400
38722,10010,250000
8738,5670,295900
247420,389735.55,8739300
15753,4954.00001,247000
15100,12480,994900
9000,3942.5,190200
8250,1776.00001,125200
0,8988,365800
8250,3387,168500
7500,2380,145700
5000,3587.5,175800
8750,4767.5,201700
6350,3982,179800
7406,3055,175200
7650,3399,152800
7650,3399,152800
6790,2158,172500
22050,5349,588000
30360,3325.90001,375000
38570,4765,475000
28614,4335.00001,450000
27600,5298,495000
208620,6872.5,925000
24048,4250.38,629300
28200,2782,338800
27900,3818,535000
26617,4685.00001,541600
40560,2652,448000
17738,2236,347200
16800,3016.08,382000
14400,3360.40001,465900
8140,3585,253400
17750,2726,309200
7059,2307,221400
0,12804,647000
9970,2184.75,258800
2610,2706.5,150800
7200,3708,179900
7200,3708,179900
7200,4197,228500
19315,2531,540000
19315,2531,540000
7250,2429,192500
8700,3117,204200
3100,2304.00001,134100
10510,4187.25,263700
5000,3875,206400
5000,3875,206400
5000,3875,206400
6950,4200,221800
4925,3828,210900
5000,2208,134800
5000,2208,134800
5000,2208,134800
5000,2208,134800
7500,2184,157500
5000,3636,175600
6000,2802.5,155900
6000,2802.5,155900
6000,2802.5,155900
0,5916,219200
2600,1263,115100
2600,1263,115100
5000,2609.75,169900
9100,1680,101400
6350,3237.5,187000
6250,3439.5,173600
6250,3364.8,164900
6250,3364.8,164900
0,9576,333400
13980,10055.52,532500
13980,10055.52,532500
13980,10055.52,532500
13980,10055.52,532500
13980,10055.52,532500
13980,10055.52,532500
13980,10055.52,532500
10050,5295,215900
10050,5295,215900
10050,5295,215900
16100,16048,575500
16100,16048,575500
16100,16048,575500
16100,16048,575500
16100,16048,575500
16100,16048,575500
4950,9596,210000
6935,2125,142000
7900,697,74300
6930,2235,134000
8450,8484,182800
8450,8484,182800
5850,2329.5,152100
0,3900,147700
8262,3489.25,144000
8262,3489.25,144000
8810,3314.5,169000
3456,1770.9,129300
10760,6765,298900
4800,3102,136200
5550,2290,132300
0,5364,74800
0,5478,184700
6200,3726,167300
7750,2368,166300
0,11775,138436
4847,2160,60400
4847,2160,60400
0,5211,205200
10123,7280,318300
5770,6831,230000
3920,2979,60600
3920,2979,60600
6000,4575,194800
5405,4344,177600
6235,3361,158500
6570,4092,181200
7390,4167,160400
7390,4167,160400
7400,4032,176700
5500,8524,97200
5500,8524,97200
5500,1702,140900
0,18807,744000
5595,5832,270700
5712,2729.2,142000
5712,2729.2,142000
9000,2042.40001,134000
9000,2042.40001,134000
9000,2042.40001,134000
131203,92762.84,2836300
8590,4242,194400
8100,3795,179500
0,6384,221600
7525,5883.25,197300
7750,4021.92,215800
7750,3052.5,154100
9250,3552,175400
9250,3540,192000
217051,49248,1884700
44867,6491,425900
0,8958,270200
7375,4032,84300
11700,13649,158800
11700,13649,158800
11700,13649,158800
11700,13649,158800
14700,15364,760200
6570,4371,186400
3224,3474,147200
4890,3608,232200
4950,4974,211500
0,5376,194900
8540,3426.55,155600
0,5388,194900
0,5388,194900
0,5388,194900
10780,4864,427300
5975,9440,149800
5400,9036,350000
0,2726.5,169000
4810,4944,208500
6380,4392,139500
6380,4392,139500
6192,2256,125700
3750,2392.5,130100
0,26336,1159000
0,7956,464700
27140,25763.08,600000
2460,2307.25,89200
5206,2650,134000
3070,2480,160000
3000,2399.25,112000
17507,4519.5,237600
7000,2959.60001,167300
0,13098,508000
0,13098,508000
4124,3407,45000
4124,3407,45000
4426,1620,105500
0,2871,226700
0,2871,226700
7500,4658.75,206600
3680,3168,161700
99305,730457.92,27029700
99305,730457.92,27029700
0,21560,705200
0,8118,432300
5310,4473,193300
6000,3888,103400
5640,2985,159700
2790,2802.5,158700
4545,2960,156500
6660,3924,97900
6660,3924,97900
5145,2112,118900
6380,4059,161100
6424,3714,154000
121444,267085.88,7500000
10800,14384,146700
0,66061.52,2415100
0,17442,572200
5130,4299,325600
0,34206,1117600
22990,4680,197600
7450,4263,167100
0,9072,416400
0,5808,76800
5400,3444,167700
1990,2442,118700
15753,4954.00001,247000
8900,3202,169800
0,8988,365800
8250,3265,176200
8580,4204.75,153300
8520,3945,191300
7500,2380,145700
8750,4767.5,201700
7580,3377,159000
6160,3393.5,192100
7650,3399,152800
5400,1560,147400
8175,2970,168000
5280,3349.5,168200
7040,3470,206800
6500,4407,188700
6500,4407,188700
11350,8960.9,625000
11350,8960.9,625000
11350,8960.9,625000
5340,3822,151800
4380,2616,129500
4380,2616,129500
4830,4023,102800
5457,4275,179100
10000,4410,151700
0,4416,206700
0,5781,217500
3240,1336,98000
6630,2732,214300
6630,2732,214300
0,4134,186900
0,4329,194200
7540,5150.75,153400
7540,5150.75,153400
7540,5150.75,153400
3940,2838,123500
3940,2838,123500
10000,3309.60001,197400
0,8037,465200
3000,2937,59202
7020,3991,100600
4800,3015,137900
8040,3798,155900
0,7214,186600
5890,1760,135600
6350,3369,171900
6310,2947,135100
5600,12000,88000
0,3685.5,179200
12625,4642,277700
0,8720,285100
0,18276,570400
3043,4206,125500
0,11382,427800
6040,3236,115400
9902,4194,181300
5264,3573,153700
3700,1680,112500
3700,1680,112500
6085,12346,528900
6966,2730,146500
6250,3542,42300
25072,14873,711700
0,5202,181100
0,5544,148200
0,5544,148200
3420,6104,84400
3230,7475,89000
2375,5895,69700
4675,4371,185100
10090,5354,381600
7365,2985.5,150200
6195,4104,171600
8650,6960,216100
6610,4092,175100
7390,4167,160400
4000,3852,176000
12400,13260,1376700
0,7224,295900
64469,83600,4522000
6290,1500,167500
22658,18446,672800
2543,9005,360200
2700,7930,275000
92608,983691.59,64087000
92608,983691.59,64087000
0,3528,154400
5800,4248,185700
8045,6721,332100
4950,4281,181000
8540,3426.55,155600
4950,4329,185800
0,6876,250400
0,2726.5,169000
3250,2187.5,160900
4545,2960,156500
4545,2960,156500
6705,4068,180900
6705,4068,180900
6380,3849,177700
22850,18742.08,488900
13375,2356,161900
0,17163,565900
6440,4746,391900
7710,4176,118000
2835,3120,141100
6670,4143,164900
7450,4263,167100
11532,5226,515800
0,9072,416400
0,5544,86200
0,17276,639400
8642,2800,185300
1590,2442,106900
1590,2442,106900
6000,3952.5,91900
6760,3247.5,193600
6900,1990,115100
6900,1990,115100
4800,5795,375000
0,8640,353200
5340,3822,151800
13510,9973,401900
4380,2616,129500
0,12012,488200
0,3012.5,179200
0,3012.5,179200
8970,2732,216800
4680,3996,145800
4680,3996,145800
5472,2832.00001,130200
141398,207244.3,7000000
7050,3900,140200
7050,3900,140200
0,10335,450000
0,12096,664000
0,12783,756400
84082,70877,1544800
84082,70877,1544800
84082,70877,1544800
84082,70877,1544800
84082,70877,1544800
84082,70877,1544800
5124,3390.75,98400
6500,2911.25,171800
0,8800,377100
12625,4642,277700
15170,9632,613300
6510,16857,350000
0,7884,213900
84082,70877,1544800
84082,70877,1544800
84082,70877,1544800
84082,70877,1544800
84082,70877,1544800
84082,70877,1544800
84082,70877,1544800
84082,70877,1544800
84082,70877,1544800
90604,277232,12550000
64075,120287,1614639
83635,109275,4831800
0,7587,255200
6290,1500,167500
6940,5290,78800
3445,12540,71900
3445,12540,71900
1940,1716,83700
5352,36000,900000
8690,3900,280000
9801,53531.31,2900000
5750,3477,138300
5000,2023,125200
33750,3594,405200
21090,4922.60003,495100
29700,3853,470000
5000,1056,116900
6250,1344,126900
6250,1300,125400
6250,1300,125400
7250,900,105400
7250,900,105400
5900,1224.00001,99600
6500,2246.40001,146400
5140,1445,118100
5710,1317,82600
5710,1317,82600
5750,1079,117900
5750,1079,117900
17400,1920,146600
6710,1109.80001,129900
6000,1109.80001,126300
6000,1109.80001,126300
6000,1109.80001,126300
6750,1051,125800
8300,1015,122500
8800,1450,124100
9790,1530.25,135800
9790,1530.25,135800
7110,1536,110600
7110,1536,110600
10000,1330.5,137000
10000,1156,126300
8500,1368,130200
9750,1126,120100
9047,1569.60001,134900
8125,1260,131600
6090,1440,90900
6750,1380,126900
7000,1698,122800
8480,1248,125900
8645,1248.00001,115900
7500,1568,140300
10500,1092.00001,116000
7440,1344,133500
7500,2732.40001,166500
8400,1896,137400
8400,1896,137400
8400,1644,133800
10000,1810,151100
8300,975,116400
11700,19340,830100
16000,7187.75,300000
6000,3666,151600
6000,3666,159600
84082,70877,1544800
84082,70877,1544800
84082,70877,1544800
8405,975,106200
8940,1120,122800
6100,3958.75,205800
5000,3432,163500
5000,3458.5,161400
5500,3149,161400
5500,2782,144100
5500,2852,80000
6770,4416,109600
5500,2990,165100
5500,2990,165100
5500,2132,146100
5000,3050,152700
5000,2760,162700
5000,1822,152000
5000,2800,164500
5000,2800,164500
5000,3912,182600
5505,1520,71200
6500,1386,127000
6500,1386,127000
7890,3870,216000
8035,3120,195200
7650,3248,173700
7650,3248,173700
8973,3713.60002,185800
35841,52863,2525000
64075,120287,1614639
19740,8807,975200
8280,3480,152600
5750,3477,138300
33750,3594,405200
5000,1056,116900
5000,1056,116900
6250,1039,122000
6250,1826,138200
7500,900,91400
7500,900,91400
5710,1317,82600
6954,899,118600
5710,965,122400
17400,1920,146600
7750,1560,127100
7750,1406,142400
7701,1384,123100
8300,1015,122500
8300,1015,122500
8800,1450,124100
7110,1536,110600
8700,1568,170800
10000,1486,109900
6500,1102.5,124000
6500,1102.5,124000
8500,1368,130200
7800,900,107400
6090,1440,90900
6400,1780,160800
6950,1536,146200
9240,1152,108100
7500,1245,108600
10500,935,111700
8833,1092.00001,112300
8730,3864,178500
0,10509,501400
0,9078,342500
6700,2497.5,136400
7000,1685.2,126500
7000,1848.5,120100
5960,3355,162100
5000,3461,162200
5000,3885,171900
9104,12771,750000
5300,3723,172900
5000,1659.5,130300
5000,4080,155800
5000,4080,172200
5000,4080,172200
0,5742,201100
6250,4080,193700
6250,4080,193700
6800,3023.5,162100
6800,3035.5,157300
6800,2834,150700
6800,2834,150700
6970,1965.60001,139900
11400,1688,135000
11400,1688,135000
7125,3088,185000
6250,2800,179600
6250,2800,179600
6330,1111.20001,116100
9620,1094,123900
6000,3024,181500
6280,3110.40001,159100
9890,1887,140700
9890,1887,140700
8680,3582,229000
6405,3136,179500
6370,2912,179500
6420,2756,178900
7580,3479.20001,197200
6790,2616,146000
7000,4513.60002,188800
7000,3261.5,167700
5915,3657,180900
9080,2206,145700
9080,2206,145700
7000,2142,157800
7000,2142,157800
7000,3360.00001,194800
7000,2932.80001,189200
7175,1273,116200
6450,2600,173100
6280,2374,171200
6540,2857.60001,181700
8400,1644,133800
8400,1644,133800
10500,900,118500
10500,900,118500
12600,1179,139700
8285,1241,126100
16580,1439,139700
8415,1048,121800
8400,1184,109300
19962,1890,293200
6100,3958.75,205800
5000,3744,180600
5500,2782,144100
5500,2782,144100
5500,2782,144100
5500,3402,164400
5500,3672,191900
5500,2990,165100
5500,2990,165100
5500,2090,131600
5000,3699.75,154500
5000,1822,152000
5000,3912,182600
6500,1386,127000
7890,3870,216000
7890,3870,216000
7480,2800.80001,175300
7050,3744,168800
10080,1244,122100
10080,1092,97400
7500,4050,186900
6860,3523.25,170000
7560,1021,128700
7560,1021,128700
8090,3928,175500
6370,1298,109000
6900,2686,187200
6900,2686,187200
7880,3107,150700
7880,3336,209500
7150,1228,88500
7130,2666,178900
7300,3234.80001,182300
6475,2632,189300
8025,1632,120200
8650,1312,130900
7825,1344,121200
7800,1984.20001,144300
7775,1152,124500
7775,1152,114200
9650,1188,111600
10000,1123.20001,115100
9068,3210.00001,178800
9968,3737.5,185800
9968,3737.5,185800
8730,3864,178500
0,10509,501400
0,10509,501400
0,9078,155900
5960,3355,162100
5960,3355,162100
5000,3311,160300
5200,2464,212100
5000,3461,162200
5000,3885,171900
5000,3885,171900
9104,12771,750000
9104,12771,750000
5000,3741,145000
5300,3723,172900
5000,4080,155800
4875,2716,141900
4875,2716,141900
0,12732,650600
20125,13166.5,425000
6800,3240,162000
8640,1932,141600
8275,3898.80002,198300
6000,1285.20001,116500
5000,1224,133800
5000,1224,133800
7175,1675,207700
6820,3447,159400
5000,1532,131900
5000,1532,131900
6250,1382,122100
6250,1382,122100
6250,1046,124900
6250,1428,120600
6250,978.00001,107200
6250,1638,136900
6400,767,115700
6400,3080,179600
6420,1632,132300
5750,2240,155500
5750,2240,155500
5750,2240,155500
4890,2870.40001,153700
5560,900,112900
5710,986,101400
5710,2964,150300
5710,1167.25,118700
5710,2716,170600
5000,1191.40001,106200
5000,899,99300
5000,952,90300
5000,672,82000
7050,1075.20001,113600
7840,1120,104900
10680,1274,135400
7950,2733.5,175100
9910,1664,136100
9660,1506,127700
7600,1664,127700
8790,2154.40001,140100
8790,2154.40001,140100
9440,1938,139600
9270,1938,133900
7810,1075.20001,97800
6240,1338,118000
6575,1008.00001,97100
8190,4171.25,212600
6500,1008.00001,106700
44431,4078,139000
44431,4078,139000
7340,1598.8,116300
13460,2760.5,137300
9200,3420.80001,166900
11400,4259,222900
6250,4200,173900
9360,2856,131700
6280,3110.40001,159100
6280,3110.40001,159100
9890,1887,140700
9890,1887,140700
6250,3024,183400
6250,3024,183400
6370,2912,179500
7125,1834,143200
6790,2616,146000
7000,2142,157800
7000,2142,157800
7000,3249.40001,153900
7000,3548.00002,186500
7000,2932.80001,189200
6450,2600,173100
7975,1332,132300
7400,2284,171400
7000,2708,178500
7540,2442,168000
7540,1152,99900
10080,1244,122100
7500,4050,186900
6200,3230.40001,200700
6860,3523.25,170000
8620,1568,139800
8620,3001,169300
10210,3894.5,159400
9000,2880,132500
8460,2531,110800
7670,2505.60001,149000
7700,2481.60001,152200
8220,1870,150800
9850,4311.25,146700
9850,4311.25,146700
6300,3067.5,156800
7896,2557.5,135600
7896,2557.5,135600
0,5766,184700
5650,3648.75,78500
5650,3648.75,78500
8550,3368.75,30600
11985,4262.5,70900
5125,3297.25,136100
6665,3738,81500
6840,2985.5,135100
7950,3929.75,157000
6710,4225.5,115200
4945,3932.5,132900
4885,4398,165200
7400,3963,159700
6750,4162,91500
6750,3810.5,169300
5500,3241.5,142400
7575,2423,132700
7575,2423,132700
6750,1773.00001,49300
6750,2928.75,140000
6400,2884,144000
10000,1875,108900
9900,1928,131100
10425,2482,90000
9145,2079,111500
7200,2539.5,150600
9800,3132,172100
9875,4601.25,211300
16272,2500,146000
8162,1940.00001,113100
5380,3696,167000
9200,3062.5,143500
9200,3062.5,143500
7240,3367.5,152200
7290,4040,154200
7470,3600,163300
6310,4039.75,168200
11750,3252.5,150500
6475,2340,184700
6370,1298,109000
6370,1298,109000
6210,1530,126800
6210,1530,126800
7890,1050.00001,104800
7520,1050.00001,101700
7000,1476,134600
7135,2962.5,181200
6860,2717.5,202800
10000,1500,159500
10000,1500,159500
8820,1600,136000
70753,11242,2114400
7130,2666,178900
7130,2869.00001,175300
0,4410,198400
7725,1350,117200
8636,2548,216900
8750,1614,134200
8750,1764,141300
8230,1624,151200
7775,1152,124500
7775,1152,124500
7585,1380,119900
10000,1123.20001,115100
6000,1285.20001,116500
7025,1580,163400
7025,1580,163400
9110,1344,120900
6250,1486,127300
6250,1486,127300
6250,1382,122100
6250,1480,126000
6250,1046,124900
6250,1046,124900
6250,2991.60001,105300
6250,1638,136900
6250,1638,136900
6400,1182,100100
6400,1116.5,114300
6400,1226,73800
5750,2392,172200
4890,2870.40001,153700
5710,2560,150400
5710,2560,150400
5710,986,101400
5710,1167.25,118700
5710,2218.00001,119500
4570,1260,112300
7050,1075.20001,113600
8750,4347,174400
0,5742,190300
7200,4863,104200
7200,4023,133200
8175,4559,180200
8175,4559,180200
6355,3367,137200
8400,3573,100000
7500,4116,177000
4835,3978,67900
6580,8238,300000
7500,3826.25,150300
7830,3558.5,167200
8530,3661.5,83500
8550,4181.5,175900
7500,2840.5,133700
7500,3803.25,158200
7500,3803.25,158200
7500,2104.80001,115800
8300,4066.60002,169600
7500,4387.5,175000
12075,2858,132000
7350,4365,171000
6800,4200,162000
9260,9993,354500
0,9120,246800
7050,1075.20001,113600
7050,1075.20001,113600
7050,1075.20001,113600
8660,1664,114900
7840,1120,104900
7840,1120,104900
7500,2464,187600
7500,3249.60001,161000
8340,1574,120800
8195,1120,105600
8195,1120,105600
8195,1120,105600
9540,1938,142700
9240,1664,132200
9240,1664,132200
8790,2154.40001,140100
6150,1075.20001,103800
9400,1664,133200
9750,2014,121900
9750,2014,121900
6635,1664,126700
6200,1200,111800
6375,1008.00001,104500
6375,1008.00001,104500
6525,864,104300
6175,1260,102100
7000,3849,194200
8720,3535,204200
10000,4060.80002,159600
7850,3532.75,142900
6800,3306.75,157200
7300,3726,145500
6480,1904,142900
6480,1904,142900
6840,2925,138000
3400,2824,130100
3400,2824,130100
3400,2824,130100
3400,2824,130100
3400,2824,130100
3400,2824,130100
8250,3968.75,142000
8250,3968.75,142000
8250,3968.75,142000
6640,4194,178500
7550,3888,154800
6300,3696,158200
6300,3696,158200
6640,1190.00001,103800
9225,2432,195900
9600,1683.5,110600
44431,4078,139000
44431,4078,139000
9790,1467,123500
7940,3517.25,146400
7340,1598.8,116300
13460,2760.5,137300
13460,2760.5,137300
13460,2760.5,137300
12980,1930,166300
12980,1930,166300
14420,2470,149400
9600,4076,198600
11100,1924.30001,158400
8550,1820,126600
8220,1870,150800
10560,1664,115000
10050,5028.75,283800
9520,2202,150600
10200,2082,155800
5000,1847.5,83100
6550,3398,138100
8850,3398,150500
4150,3509,156300
7700,1364,103000
5625,3696,111800
5625,3693,128500
5750,3715.25,208400
5476,2076,121000
11375,3657,129800
0,2940,188900
9825,1326,96600
10700,2600,122200
10700,2600,122200
8335,4027.5,176600
7550,4190.75,250700
8815,1960,125800
7750,3921.5,142500
4610,2058,95100
8450,2022,114200
9235,1992,136200
9310,2240,160100
8950,3945,149800
11040,3372,140000
0,3392,198400
7500,2620.80001,129200
7255,3888,147200
7255,1656,104900
0,5832,176000
0,5832,176000
11786,1509.3,41500
6665,3738,81500
6840,2985.5,135100
4650,3400,145500
0,7860,40300
6750,2084.00001,121800
6750,4609,171400
0,9348,189104
6493,3701,150900
6400,2884,144000
5474,10265,118800
5474,10265,118800
21395,3221.75,130900
9900,1928,131100
10000,3581.5,158100
10000,3581.5,158100
7330,3443,155300
8165,1883,115300
7290,4040,154200
7470,3600,163300
5470,4136.25,154700
7500,4004,67900
6250,4057,132100
11750,3252.5,150500
6320,3903.5,115600
11786,1509.3,41500
11786,1509.3,41500
11786,1509.3,41500
5710,1972,107700
11180,1260,84600
4460,2902,144300
7200,3645,150700
7575,3726,145600
10600,3432,32300
10600,3432,32300
12720,2110,128000
7500,2161,120300
6960,3794,159000
0,3628,186900
0,3628,186900
0,5841,180000
6535,3783,139500
6535,3821,109200
3930,3222,136900
4000,2874,90700
4000,2874,90700
5000,2198.40001,119600
5000,1656,97700
4990,2466.75,110000
7575,1680,147900
7500,3826.25,150300
7500,4147.5,138900
3500,3009,123000
8200,2606.60001,119100
8855,4308.25,165400
7500,2840.5,133700
7500,3880.25,172100
7500,3880.25,172100
7500,3880.25,172100
7500,3803.25,158200
7500,3791.25,140400
5950,10575,514300
7000,2620,153100
7500,3802,68400
7500,3836.25,161900
6700,4200,160600
8720,3535,204200
9207,3849,198600
0,5985,176000
5000,2966,149800
5000,2966,149800
6110,3852,62000
6110,3852,62000
6480,1904,142900
6480,1904,142900
7950,832,46800
6750,3888,147800
7425,4660,121200
7500,3639,180500
7500,3639,180500
20000,2128,131800
7500,2778,64600
7000,3645,150300
0,10368,435000
0,5742,74100
0,5742,74100
0,5742,74100
4096,1284,87200
7500,1555,107300
5000,3588,106100
9023,1467,43700
5000,3000.5,115500
26840,14574,669800
15350,9180,183800
5632,3375,130300
12148,1747.20001,140000
0,4800,71600
0,41277,2288400
5534,5742,88800
3400,2824,130100
3400,2824,130100
3400,2824,130100
3400,2824,130100
3400,2824,130100
3400,2824,130100
0,6480,76600
8250,3968.75,142000
0,7215,172400
4950,3402,73800
7550,3888,154800
7400,1144,106200
19840,8838,399700
7430,3888,184200
7430,3888,184200
7700,1364,103000
7700,1364,103000
5625,3693,128500
5750,3715.25,208400
5750,3804,130600
7195,3795,148500
6750,1272,44700
4220,6240,315300
3500,3393,161200
3500,3393,161200
10220,2550,143000
0,6870,174000
5000,2160,140300
5000,2965,76200
5000,2965,76200
0,6465,172400
0,6465,172400
5000,3517.25,155300
5000,3517.25,155300
5000,2988.00001,156100
0,6504,111488
5050,6504,8600
0,6418,111488
0,6864,81184
4845,3681,166600
0,7278,211000
7195,3795,148500
7515,2274.00001,125200
12600,4500,188600
12985,3000,159600
5220,3864,143300
5220,3864,143300
9825,1326,96600
9825,1326,96600
9825,1326,96600
10330,3714,126300
8335,4027.5,176600
9100,2932.60001,114700
6350,3459.5,151900
7750,3082,156600
10280,3000,235400
7750,3485,147000
7750,3485,147000
8840,1666,123700
8840,1666,123700
8515,1073.80001,82100
5800,2508,126000
8650,2022,102700
7700,4200,178100
9860,3843.25,165100
0,7002,211000
5760,2436,128000
4050,3663,162400
4050,3663,162400
5385,3432,158000
5000,3389.5,129700
5440,2846,157400
5125,3887,192600
4680,3135,92626
4680,3135,92626
0,6975.6,337500
0,5324,172400
6325,2770.60002,178300
0,6732,101600
0,11682,303500
0,9918,183300
7403,3912,165300
0,7776,349100
7050,4638,193400
7500,4071,167800
0,6090,172400
0,9460,347300
5675,1075.20001,95200
0,48813,1500000
10000,4200,161300
10000,4200,161300
6250,3858.5,145300
7755,4032,152500
7255,1656,104900
7255,1656,104900
6000,3588,140300
5750,966,83400
5060,1850,119500
5175,1972,123300
4570,1780,119200
13530,3481.5,178200
6000,2308,111200
0,69396,2944100
11786,1509.3,41500
11786,1509.3,41500
0,5445,70300
7850,3168,130100
11180,1260,84600
4800,3480,61000
7200,3645,150700
7575,3726,145600
7500,2161,120300
7500,2161,120300
8195,4032,128700
5890,3744,143000
8900,3888,152600
9385,3744,148700
9385,3744,148700
7750,4050,150200
0,3628,186900
0,5742,35000
0,7200,287300
7630,1990.40001,137700
13230,7665.66,187900
5025,2096.00001,107300
10000,2224,55000
5000,1946.40001,119200
7500,2553.60001,132500
0,5702,192300
6750,3888,147800
6750,3885,164200
7500,1444.80001,95000
7500,652.5,43200
8950,3752,161000
7500,4116,66900
0,8160,326300
4100,2690,243400
3840,3717,72100
5030,2160,168200
7575,4752,186700
5000,1392,116600
2680,1452,126700
0,9072,368500
4900,3168,131700
4960,3288.9,145200
4960,3288.9,145200
4960,3288.9,145200
5820,3252,147900
6300,3292.5,117800
6300,3292.5,117800
0,6120,179600
0,5916,179600
4806,1280,126200
4806,1280,126200
3570,1559.60001,106900
3928,3948,153000
0,6372,85600
7400,3666,156200
0,5742,74100
5000,3588,106100
10550,1100,106100
10475,2552,175800
10450,3377.5,29100
0,7437,187500
12148,1747.20001,140000
0,4800,71600
5534,5742,88800
0,5136,244700
7125,3849,210400
0,5220,70700
5220,2980,145600
0,35508,1572700
4420,2160,156500
4420,2160,156500
4700,3052.5,153300
5000,2160,140300
5000,2965,76200
0,5742,177800
4400,1390,110900
5000,2988.00001,156100
5000,3566,150500
5050,6504,8600
0,6456,82904
7500,4050,32400
7500,4737,165100
7200,3915,163700
8341,3637,70100
6305,3582,62000
6255,3348,142300
11250,972,105900
11250,972,105900
10590,1075.20001,109400
11770,4029,182500
13275,1119,127900
13275,1119,127900
28350,2730,175300
12300,1209.60001,113100
5680,3510,151000
6710,3338.5,137600
6600,3228,150500
6600,3228,150500
6860,3542,152800
8150,1024,91500
6300,864,96400
6300,864,96400
6010,3402,160800
4000,3516,152200
0,7278,50880
4050,3663,162400
5440,2846,157400
0,7950,126700
8200,5424,266000
6150,4589.5,31600
6290,1350,115300
6290,1350,115300
6290,1350,115300
5300,3594,154700
5300,3594,154700
0,4604,165700
10230,4448,107500
10230,4448,107500
0,4302,56800
0,9600,382700
2960,3306,153200
3380,4875,200900
6215,864,101300
10000,1296,120300
9000,2870.40001,152600
9000,2610,151000
18520,1941.00001,130400
5300,1600,124500
5300,1600,127500
5300,1600,115900
6700,1116,94200
7500,1242,111000
6750,2288,157000
8540,5156,241200
6125,2546,131300
6790,1833,124200
6800,1232,136000
12345,1376,118100
38108,34659,463100
